Index,FileName,Location,Dataset,Machine,Slide,Well
0,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,1
1,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,2
2,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,3
3,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,4
4,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,5
5,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,6
6,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,7
7,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,8
8,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,9
9,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,10
10,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,11
11,D2018.08.23_S00219_I0800_D.pdb,../embryo/2018/800/D2018.08.23_S00219_I0800_D.pdb,,800,219,12
12,D2018.02.27_S00117_I0800_D.pdb,../embryo/2018/800/D2018.02.27_S00117_I0800_D.pdb,,800,117,1
13,D2018.02.27_S00117_I0800_D.pdb,../embryo/2018/800/D2018.02.27_S00117_I0800_D.pdb,,800,117,2
14,D2018.02.27_S00117_I0800_D.pdb,../embryo/2018/800/D2018.02.27_S00117_I0800_D.pdb,,800,117,3
15,D2018.02.27_S00117_I0800_D.pdb,../embryo/2018/800/D2018.02.27_S00117_I0800_D.pdb,,800,117,4
16,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,1
17,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,2
18,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,3
19,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,4
20,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,5
21,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,6
22,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,7
23,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,8
24,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,9
25,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,10
26,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,11
27,D2018.08.08_S00211_I0800_D.pdb,../embryo/2018/800/D2018.08.08_S00211_I0800_D.pdb,,800,211,12
28,D2018.12.11_S00271_I0800_D.pdb,../embryo/2018/800/D2018.12.11_S00271_I0800_D.pdb,,800,271,1
29,D2018.12.11_S00271_I0800_D.pdb,../embryo/2018/800/D2018.12.11_S00271_I0800_D.pdb,,800,271,2
30,D2018.12.11_S00271_I0800_D.pdb,../embryo/2018/800/D2018.12.11_S00271_I0800_D.pdb,,800,271,3
31,D2018.04.24_S00152_I0800_D.pdb,../embryo/2018/800/D2018.04.24_S00152_I0800_D.pdb,,800,152,1
32,D2018.04.24_S00152_I0800_D.pdb,../embryo/2018/800/D2018.04.24_S00152_I0800_D.pdb,,800,152,2
33,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,1
34,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,2
35,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,3
36,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,4
37,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,5
38,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,6
39,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,7
40,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,8
41,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,9
42,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,10
43,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,11
44,D2018.12.06_S00266_I0800_D.pdb,../embryo/2018/800/D2018.12.06_S00266_I0800_D.pdb,,800,266,12
45,D2018.03.16_S00130_I0800_D.pdb,../embryo/2018/800/D2018.03.16_S00130_I0800_D.pdb,,800,130,1
46,D2018.03.16_S00130_I0800_D.pdb,../embryo/2018/800/D2018.03.16_S00130_I0800_D.pdb,,800,130,2
47,D2018.03.16_S00130_I0800_D.pdb,../embryo/2018/800/D2018.03.16_S00130_I0800_D.pdb,,800,130,3
48,D2018.03.16_S00130_I0800_D.pdb,../embryo/2018/800/D2018.03.16_S00130_I0800_D.pdb,,800,130,4
49,D2018.03.16_S00130_I0800_D.pdb,../embryo/2018/800/D2018.03.16_S00130_I0800_D.pdb,,800,130,5
50,D2018.12.11_S00269_I0800_D.pdb,../embryo/2018/800/D2018.12.11_S00269_I0800_D.pdb,,800,269,1
51,D2018.12.11_S00269_I0800_D.pdb,../embryo/2018/800/D2018.12.11_S00269_I0800_D.pdb,,800,269,2
52,D2018.12.11_S00269_I0800_D.pdb,../embryo/2018/800/D2018.12.11_S00269_I0800_D.pdb,,800,269,3
